id,sku,name,description,current_price,current_stock,status,creation_date,last_update
2672,ELE-ASU-02672-T347,ASUS Monitor LED Essential T347 32,"Monitor LED ASUS, modelo T347, versión 32, acabado blanco; característica principal: 4K UHD. Producto para uso doméstico, académico o profesional según la categoría.",5050,11,1,11/01/2026 08:17,01/04/2026 12:18
2673,RED-D-L-02673-S599,D-Link Punto de acceso Select S599 AC,"Punto de acceso D-Link, modelo S599, versión AC, acabado blanco; característica principal: montaje en techo. Producto para uso doméstico, académico o profesional según la categoría.",8969.9,0,1,14/08/2023 17:33,20/08/2026 13:14
2674,HOG-BLA-02674-Y177,Black+Decker Licuadora Advance Y177 2 L,"Licuadora Black+Decker, modelo Y177, versión 2 L, acabado negro; característica principal: acero inoxidable. Producto para uso doméstico, académico o profesional según la categoría.",3350,92,1,10/11/2024 21:29,16/01/2026 09:42
2675,ENE-APC-02675-U966,APC Regulador de voltaje Max U966 1500 VA,"Regulador de voltaje APC, modelo U966, versión 1500 VA, acabado negro; característica principal: protección térmica. Producto para uso doméstico, académico o profesional según la categoría.",7609.9,53,1,31/12/2025 18:21,21/01/2026 19:43
2676,MOV-HUA-02676-F635,Huawei Smartwatch Select F635 Pro,"Smartwatch Huawei, modelo F635, versión Pro, acabado azul; característica principal: GPS. Producto para uso doméstico, académico o profesional según la categoría.",21959.9,85,1,13/03/2022 00:49,14/05/2025 16:10
2677,HOG-HAM-02677-J540,Hamilton Beach Freidora de aire Pro J540 5 L,"Freidora de aire Hamilton Beach, modelo J540, versión 5 L, acabado blanco; característica principal: digital. Producto para uso doméstico, académico o profesional según la categoría.",4940,65,1,01/03/2026 01:58,15/07/2026 04:35
2678,HOG-HAM-02678-X725,Hamilton Beach Aspiradora Max X725 Compact,"Aspiradora Hamilton Beach, modelo X725, versión Compact, acabado negro; característica principal: multisuperficie. Producto para uso doméstico, académico o profesional según la categoría.",5320,82,1,18/02/2022 11:52,20/07/2023 18:18
2679,AUD-BOS-02679-P714,Bose Bocina portátil Pro P714 Plus,"Bocina portátil Bose, modelo P714, versión Plus, acabado plata; característica principal: Stereo. Producto para uso doméstico, académico o profesional según la categoría.",10050,39,1,09/06/2026 08:26,01/09/2026 03:19
2680,GAM-ASU-02680-G411,ASUS ROG Headset gaming Max G411 Core,"Headset gaming ASUS ROG, modelo G411, versión Core, acabado azul; característica principal: micrófono desmontable. Producto para uso doméstico, académico o profesional según la categoría.",6790,23,1,25/11/2023 11:46,05/08/2024 17:41
2681,ACC-XIA-02681-C494,Xiaomi Cargador USB-C Prime C494 30 W,"Cargador USB-C Xiaomi, modelo C494, versión 30 W, acabado plata; característica principal: GaN. Producto para uso doméstico, académico o profesional según la categoría.",269.9,48,1,28/12/2023 21:22,15/06/2024 03:13
2682,ALM-WES-02682-A485,Western Digital Unidad SSD Essential A485 1 TB,"Unidad SSD Western Digital, modelo A485, versión 1 TB, acabado negro; característica principal: SATA III. Producto para uso doméstico, académico o profesional según la categoría.",5450,29,1,15/05/2025 21:53,15/01/2026 22:22
2683,GAM-RAZ-02683-G650,Razer Mouse gaming Max G650 Essential,"Mouse gaming Razer, modelo G650, versión Essential, acabado blanco; característica principal: botones programables. Producto para uso doméstico, académico o profesional según la categoría.",7329.9,55,1,20/05/2021 02:09,21/07/2023 06:33
2684,RED-TP--02684-Z372,TP-Link Switch de red Prime Z372 16 puertos,"Switch de red TP-Link, modelo Z372, versión 16 puertos, acabado azul; característica principal: PoE. Producto para uso doméstico, académico o profesional según la categoría.",8060,2,0,16/03/2026 14:51,15/06/2026 14:24
2685,ELE-DEL-02685-K172,Dell Smart TV Essential K172 43,"Smart TV Dell, modelo K172, versión 43, acabado azul; característica principal: LED. Producto para uso doméstico, académico o profesional según la categoría.",4790,27,1,25/11/2023 10:04,20/10/2024 06:06
2686,AUD-ANK-02686-W344,Anker Bocina portátil Ultra W344 Plus,"Bocina portátil Anker, modelo W344, versión Plus, acabado plata; característica principal: Bluetooth. Producto para uso doméstico, académico o profesional según la categoría.",1280,71,1,26/04/2021 22:15,05/10/2024 16:15
2687,MOV-OPP-02687-D416,OPPO Batería portátil Plus D416 20000 mAh,"Batería portátil OPPO, modelo D416, versión 20000 mAh, acabado azul; característica principal: USB-C. Producto para uso doméstico, académico o profesional según la categoría.",8830,4,0,12/04/2022 03:03,03/06/2023 04:43
2688,ACC-ANK-02688-A673,Anker Cargador USB-C Pro A673 30 W,"Cargador USB-C Anker, modelo A673, versión 30 W, acabado plata; característica principal: carga rápida. Producto para uso doméstico, académico o profesional según la categoría.",89.9,49,1,08/11/2022 10:11,10/03/2026 18:10
2689,ELE-HP-02689-Q990,HP Laptop Essential Q990 14,"Laptop HP, modelo Q990, versión 14, acabado azul; característica principal: Intel Core i7. Producto para uso doméstico, académico o profesional según la categoría.",23060,0,1,09/03/2026 22:21,10/03/2026 10:12
2690,ACC-BEL-02690-J786,Belkin Cargador USB-C Connect J786 45 W,"Cargador USB-C Belkin, modelo J786, versión 45 W, acabado negro; característica principal: GaN. Producto para uso doméstico, académico o profesional según la categoría.",3930,0,0,16/04/2023 11:08,05/08/2024 13:10
2691,ENE-DUR-02691-G473,Duracell Multicontacto Essential G473 10 salidas,"Multicontacto Duracell, modelo G473, versión 10 salidas, acabado azul; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",570,40,1,19/05/2025 01:36,29/12/2025 00:38
2692,ENE-ENE-02692-H510,Energizer Regulador de voltaje Essential H510 600 VA,"Regulador de voltaje Energizer, modelo H510, versión 600 VA, acabado negro; característica principal: supresor de picos. Producto para uso doméstico, académico o profesional según la categoría.",6000,35,1,04/12/2021 01:58,11/09/2025 00:17
2693,ELE-ACE-02693-F716,Acer Smart TV Essential F716 55,"Smart TV Acer, modelo F716, versión 55, acabado plata; característica principal: LED. Producto para uso doméstico, académico o profesional según la categoría.",6050,105,1,22/06/2024 14:01,21/05/2025 13:39
2694,OFI-LOG-02694-G440,Logitech Mouse Max G440 M90,"Mouse Logitech, modelo G440, versión M90, acabado plata; característica principal: óptico. Producto para uso doméstico, académico o profesional según la categoría.",6990,51,1,03/12/2021 16:44,15/03/2022 12:42
2695,MOV-HON-02695-E262,Honor Smartphone Select E262 128 GB,"Smartphone Honor, modelo E262, versión 128 GB, acabado plata; característica principal: 5G. Producto para uso doméstico, académico o profesional según la categoría.",4090,1,0,27/02/2024 16:53,18/05/2025 11:46
2696,GAM-HYP-02696-N403,HyperX Control inalámbrico Plus N403 Series,"Control inalámbrico HyperX, modelo N403, versión Series, acabado gris; característica principal: vibración. Producto para uso doméstico, académico o profesional según la categoría.",2500,12,1,27/11/2025 21:17,04/08/2026 06:16
2697,RED-LIN-02697-N569,Linksys Switch de red Essential N569 5 puertos,"Switch de red Linksys, modelo N569, versión 5 puertos, acabado blanco; característica principal: no administrable. Producto para uso doméstico, académico o profesional según la categoría.",2460,45,1,20/10/2025 09:44,27/01/2026 13:20
2698,ACC-XIA-02698-Y608,Xiaomi Hub USB-C Advance Y608 7 en 1,"Hub USB-C Xiaomi, modelo Y608, versión 7 en 1, acabado blanco; característica principal: USB 3.0. Producto para uso doméstico, académico o profesional según la categoría.",2889.9,20,1,14/01/2022 14:21,27/03/2026 17:18
2699,ALM-ADA-02699-K527,ADATA Tarjeta microSD Smart K527 64 GB,"Tarjeta microSD ADATA, modelo K527, versión 64 GB, acabado plata; característica principal: UHS-I. Producto para uso doméstico, académico o profesional según la categoría.",6380,84,1,24/04/2022 14:16,24/11/2023 15:20
2700,ENE-CYB-02700-L905,CyberPower Regulador de voltaje Prime L905 1500 VA,"Regulador de voltaje CyberPower, modelo L905, versión 1500 VA, acabado blanco; característica principal: protección térmica. Producto para uso doméstico, académico o profesional según la categoría.",1160,42,1,14/02/2026 09:28,22/07/2026 02:57
2701,ALM-CRU-02701-P761,Crucial Tarjeta microSD Select P761 64 GB,"Tarjeta microSD Crucial, modelo P761, versión 64 GB, acabado negro; característica principal: A2. Producto para uso doméstico, académico o profesional según la categoría.",3750,42,1,20/08/2021 06:11,22/01/2023 22:51
2702,RED-TP--02702-W710,TP-Link Switch de red Advance W710 8 puertos,"Switch de red TP-Link, modelo W710, versión 8 puertos, acabado gris; característica principal: PoE. Producto para uso doméstico, académico o profesional según la categoría.",3410,21,1,13/12/2023 03:42,14/02/2024 23:07
2703,AUD-PHI-02703-R897,Philips Bocina portátil Advance R897 Mini,"Bocina portátil Philips, modelo R897, versión Mini, acabado gris; característica principal: Stereo. Producto para uso doméstico, académico o profesional según la categoría.",6000,50,1,25/10/2024 00:31,17/06/2026 21:52
2704,GAM-COR-02704-Q327,Corsair Headset gaming Prime Q327 Wireless,"Headset gaming Corsair, modelo Q327, versión Wireless, acabado negro; característica principal: micrófono desmontable. Producto para uso doméstico, académico o profesional según la categoría.",6470,18,1,21/07/2021 21:25,29/12/2025 06:08
2705,OFI-HP-02705-J493,HP Trituradora de papel Advance J493 10 hojas,"Trituradora de papel HP, modelo J493, versión 10 hojas, acabado blanco; característica principal: corte cruzado. Producto para uso doméstico, académico o profesional según la categoría.",5180,34,1,31/01/2022 13:43,06/12/2024 15:53
2706,RED-D-L-02706-H994,D-Link Switch de red Smart H994 8 puertos,"Switch de red D-Link, modelo H994, versión 8 puertos, acabado gris; característica principal: Gigabit. Producto para uso doméstico, académico o profesional según la categoría.",2269.9,71,1,07/05/2021 04:04,01/04/2024 22:30
2707,RED-D-L-02707-P406,D-Link Switch de red Max P406 16 puertos,"Switch de red D-Link, modelo P406, versión 16 puertos, acabado blanco; característica principal: PoE. Producto para uso doméstico, académico o profesional según la categoría.",2719.9,23,1,03/03/2025 20:51,26/12/2025 09:26
2708,HOG-TAU-02708-B179,Taurus Cafetera Max B179 6 tazas,"Cafetera Taurus, modelo B179, versión 6 tazas, acabado azul; característica principal: filtro permanente. Producto para uso doméstico, académico o profesional según la categoría.",3930,16,1,28/12/2021 02:10,09/11/2022 15:46
2709,ACC-LOG-02709-G953,Logitech Webcam Select G953 720p,"Webcam Logitech, modelo G953, versión 720p, acabado gris; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",360,4,1,15/06/2025 05:31,07/12/2025 12:18
2710,ACC-BAS-02710-W282,Baseus Cable USB-C Prime W282 1.5 m,"Cable USB-C Baseus, modelo W282, versión 1.5 m, acabado blanco; característica principal: datos. Producto para uso doméstico, académico o profesional según la categoría.",1489.9,53,1,11/09/2025 09:44,15/09/2026 21:14
2711,ALM-SAM-02711-U505,Samsung Memoria USB Advance U505 256 GB,"Memoria USB Samsung, modelo U505, versión 256 GB, acabado plata; característica principal: USB 3.2. Producto para uso doméstico, académico o profesional según la categoría.",2379.9,68,1,05/10/2022 01:17,21/08/2023 14:53
2712,ENE-APC-02712-X675,APC No-break UPS Smart X675 1000 VA,"No-break UPS APC, modelo X675, versión 1000 VA, acabado gris; característica principal: regulador AVR. Producto para uso doméstico, académico o profesional según la categoría.",9070,26,1,07/07/2021 08:24,22/07/2026 08:21
2713,GAM-COR-02713-X188,Corsair Control inalámbrico Connect X188 Series,"Control inalámbrico Corsair, modelo X188, versión Series, acabado gris; característica principal: Bluetooth. Producto para uso doméstico, académico o profesional según la categoría.",4820,51,1,18/02/2026 13:27,24/02/2026 12:27
2714,ENE-DUR-02714-V605,Duracell No-break UPS Ultra V605 1000 VA,"No-break UPS Duracell, modelo V605, versión 1000 VA, acabado plata; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",3510,48,1,28/04/2021 01:28,19/11/2022 16:18
2715,RED-TP--02715-N292,TP-Link Router Wi-Fi Advance N292 AX3000,"Router Wi-Fi TP-Link, modelo N292, versión AX3000, acabado negro; característica principal: Wi-Fi 6. Producto para uso doméstico, académico o profesional según la categoría.",8109.9,29,1,22/09/2024 03:34,24/03/2025 18:22
2716,GAM-ASU-02716-C476,ASUS ROG Teclado mecánico Max C476 75%,"Teclado mecánico ASUS ROG, modelo C476, versión 75%, acabado negro; característica principal: switch mecánico. Producto para uso doméstico, académico o profesional según la categoría.",6360,0,0,15/04/2021 14:50,30/12/2024 21:28
2717,RED-MER-02717-P214,Mercusys Punto de acceso Plus P214 AC,"Punto de acceso Mercusys, modelo P214, versión AC, acabado azul; característica principal: doble banda. Producto para uso doméstico, académico o profesional según la categoría.",350,60,1,17/01/2023 10:32,02/06/2026 17:25
2718,ELE-ACE-02718-F566,Acer Monitor LED Pro F566 32,"Monitor LED Acer, modelo F566, versión 32, acabado azul; característica principal: QHD. Producto para uso doméstico, académico o profesional según la categoría.",31529.9,4,0,26/06/2023 09:37,05/02/2026 18:39
2719,ELE-LG-02719-T199,LG Smart TV Ultra T199 55,"Smart TV LG, modelo T199, versión 55, acabado negro; característica principal: LED. Producto para uso doméstico, académico o profesional según la categoría.",19500,57,1,25/03/2025 20:34,09/10/2025 03:24
2720,HOG-HAM-02720-D447,Hamilton Beach Licuadora Essential D447 2 L,"Licuadora Hamilton Beach, modelo D447, versión 2 L, acabado gris; característica principal: acero inoxidable. Producto para uso doméstico, académico o profesional según la categoría.",959.9,55,1,07/12/2023 00:01,02/07/2024 00:30
2721,GAM-HYP-02721-J373,HyperX Teclado mecánico Prime J373 75%,"Teclado mecánico HyperX, modelo J373, versión 75%, acabado gris; característica principal: switch mecánico. Producto para uso doméstico, académico o profesional según la categoría.",4860,33,1,04/01/2026 16:10,19/01/2026 16:02
2722,ALM-SAN-02722-N469,SanDisk Disco duro externo Essential N469 2 TB,"Disco duro externo SanDisk, modelo N469, versión 2 TB, acabado gris; característica principal: USB 3.0. Producto para uso doméstico, académico o profesional según la categoría.",3910,52,1,06/07/2025 15:00,31/05/2026 15:43
2723,HOG-WHI-02723-E297,Whirlpool Cafetera Smart E297 10 tazas,"Cafetera Whirlpool, modelo E297, versión 10 tazas, acabado gris; característica principal: filtro permanente. Producto para uso doméstico, académico o profesional según la categoría.",6969.9,86,1,20/09/2025 05:29,16/02/2026 11:29
2724,ALM-ADA-02724-F684,ADATA Disco duro externo Smart F684 4 TB,"Disco duro externo ADATA, modelo F684, versión 4 TB, acabado gris; característica principal: USB 3.0. Producto para uso doméstico, académico o profesional según la categoría.",6040,0,0,18/01/2025 20:02,19/01/2025 11:37
2725,GAM-STE-02725-N107,SteelSeries Mouse gaming Advance N107 Essential,"Mouse gaming SteelSeries, modelo N107, versión Essential, acabado azul; característica principal: botones programables. Producto para uso doméstico, académico o profesional según la categoría.",2219.9,7,1,29/10/2025 18:29,22/05/2026 20:20
2726,ALM-SAM-02726-E416,Samsung Disco duro externo Select E416 4 TB,"Disco duro externo Samsung, modelo E416, versión 4 TB, acabado negro; característica principal: cifrado por software. Producto para uso doméstico, académico o profesional según la categoría.",2590,30,1,28/08/2023 18:06,18/02/2025 11:15
2727,ALM-KIN-02727-A737,Kingston Disco duro externo Prime A737 2 TB,"Disco duro externo Kingston, modelo A737, versión 2 TB, acabado negro; característica principal: USB 3.0. Producto para uso doméstico, académico o profesional según la categoría.",6400,62,1,28/08/2024 17:32,09/05/2025 11:12
2728,ACC-LOG-02728-T141,Logitech Cargador USB-C Smart T141 45 W,"Cargador USB-C Logitech, modelo T141, versión 45 W, acabado gris; característica principal: Power Delivery. Producto para uso doméstico, académico o profesional según la categoría.",799.9,46,1,26/07/2022 07:58,19/07/2026 10:31
2729,ENE-TRI-02729-X936,Tripp Lite No-break UPS Advance X936 1000 VA,"No-break UPS Tripp Lite, modelo X936, versión 1000 VA, acabado blanco; característica principal: regulador AVR. Producto para uso doméstico, académico o profesional según la categoría.",3840,70,1,09/06/2022 07:19,05/02/2026 01:58
2730,ENE-APC-02730-F381,APC No-break UPS Connect F381 600 VA,"No-break UPS APC, modelo F381, versión 600 VA, acabado plata; característica principal: protección contra sobretensión. Producto para uso doméstico, académico o profesional según la categoría.",1420,100,1,20/12/2021 10:56,23/04/2026 05:09
2731,GAM-RAZ-02731-P345,Razer Headset gaming Advance P345 Pro,"Headset gaming Razer, modelo P345, versión Pro, acabado blanco; característica principal: 7.1 virtual. Producto para uso doméstico, académico o profesional según la categoría.",5130,7,1,07/11/2021 15:51,08/08/2026 03:59
2732,MOV-MOT-02732-Y199,Motorola Batería portátil Plus Y199 10000 mAh,"Batería portátil Motorola, modelo Y199, versión 10000 mAh, acabado plata; característica principal: carga rápida. Producto para uso doméstico, académico o profesional según la categoría.",11160,35,1,20/02/2021 00:57,21/12/2022 10:33
2733,OFI-KIN-02733-R611,Kingston Teclado Plus R611 Office,"Teclado Kingston, modelo R611, versión Office, acabado blanco; característica principal: silencioso. Producto para uso doméstico, académico o profesional según la categoría.",9930,53,1,19/08/2024 04:54,30/08/2024 04:51
2734,MOV-REA-02734-T895,realme Batería portátil Prime T895 10000 mAh,"Batería portátil realme, modelo T895, versión 10000 mAh, acabado gris; característica principal: USB-C. Producto para uso doméstico, académico o profesional según la categoría.",17810,29,1,22/04/2023 04:44,03/10/2023 06:14
2735,MOV-HUA-02735-Z463,Huawei Smartwatch Advance Z463 Active,"Smartwatch Huawei, modelo Z463, versión Active, acabado blanco; característica principal: Bluetooth. Producto para uso doméstico, académico o profesional según la categoría.",8250,11,1,13/12/2021 18:00,03/03/2025 09:35
2736,ELE-ASU-02736-E781,ASUS Monitor LED Prime E781 32,"Monitor LED ASUS, modelo E781, versión 32, acabado azul; característica principal: Full HD. Producto para uso doméstico, académico o profesional según la categoría.",30140,96,1,22/05/2021 01:25,05/02/2023 23:36
2737,HOG-OST-02737-T700,Oster Freidora de aire Advance T700 5 L,"Freidora de aire Oster, modelo T700, versión 5 L, acabado plata; característica principal: control de temperatura. Producto para uso doméstico, académico o profesional según la categoría.",7909.9,58,1,23/08/2024 10:00,31/10/2025 18:08
2738,RED-TEN-02738-C411,Tenda Router Wi-Fi Essential C411 AC1200,"Router Wi-Fi Tenda, modelo C411, versión AC1200, acabado gris; característica principal: Wi-Fi 6. Producto para uso doméstico, académico o profesional según la categoría.",1019.9,8,1,20/03/2025 00:08,07/12/2025 15:51
2739,RED-UBI-02739-C812,Ubiquiti Punto de acceso Max C812 AC,"Punto de acceso Ubiquiti, modelo C812, versión AC, acabado negro; característica principal: doble banda. Producto para uso doméstico, académico o profesional según la categoría.",4620,4,1,03/12/2021 23:21,21/02/2023 09:36
2740,ACC-GEN-02740-J901,Genius Cable USB-C Plus J901 1 m,"Cable USB-C Genius, modelo J901, versión 1 m, acabado negro; característica principal: trenzado. Producto para uso doméstico, académico o profesional según la categoría.",3409.9,4,1,18/07/2025 17:16,22/01/2026 14:17
2741,ENE-ENE-02741-K684,Energizer No-break UPS Connect K684 1500 VA,"No-break UPS Energizer, modelo K684, versión 1500 VA, acabado blanco; característica principal: regulador AVR. Producto para uso doméstico, académico o profesional según la categoría.",4080,44,1,24/08/2024 16:41,18/03/2026 04:55
2742,ACC-XIA-02742-Z142,Xiaomi Webcam Connect Z142 1080p,"Webcam Xiaomi, modelo Z142, versión 1080p, acabado blanco; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",1820,11,1,12/05/2025 01:47,12/08/2026 01:17
2743,OFI-FEL-02743-K386,Fellowes Teclado Advance K386 Office,"Teclado Fellowes, modelo K386, versión Office, acabado gris; característica principal: silencioso. Producto para uso doméstico, académico o profesional según la categoría.",5199.9,39,1,20/01/2021 10:51,05/10/2022 22:00
2744,AUD-SON-02744-Q396,Sony Audífonos inalámbricos Plus Q396 Max,"Audífonos inalámbricos Sony, modelo Q396, versión Max, acabado plata; característica principal: Hi-Res Audio. Producto para uso doméstico, académico o profesional según la categoría.",10539.9,42,1,02/09/2022 16:32,30/08/2023 06:10
2745,MOV-XIA-02745-L321,Xiaomi Smartphone Prime L321 256 GB,"Smartphone Xiaomi, modelo L321, versión 256 GB, acabado gris; característica principal: cámara múltiple. Producto para uso doméstico, académico o profesional según la categoría.",4600,0,0,26/05/2021 02:59,03/10/2021 16:01
2746,RED-NET-02746-W442,Netgear Switch de red Select W442 16 puertos,"Switch de red Netgear, modelo W442, versión 16 puertos, acabado plata; característica principal: PoE. Producto para uso doméstico, académico o profesional según la categoría.",8689.9,74,1,04/11/2023 13:24,27/06/2024 05:13
2747,ALM-KIN-02747-C532,Kingston Unidad SSD Pro C532 1 TB,"Unidad SSD Kingston, modelo C532, versión 1 TB, acabado blanco; característica principal: NVMe PCIe 3.0. Producto para uso doméstico, académico o profesional según la categoría.",6639.9,42,1,06/01/2022 16:35,12/05/2022 10:06
2748,ELE-ASU-02748-N402,ASUS Tablet Essential N402 8,"Tablet ASUS, modelo N402, versión 8, acabado plata; característica principal: Wi-Fi + LTE. Producto para uso doméstico, académico o profesional según la categoría.",18120,15,1,14/09/2025 10:37,20/08/2026 00:30
2749,GAM-LOG-02749-C247,Logitech G Headset gaming Advance C247 Core,"Headset gaming Logitech G, modelo C247, versión Core, acabado negro; característica principal: 7.1 virtual. Producto para uso doméstico, académico o profesional según la categoría.",1970,12,1,09/03/2026 01:05,07/04/2026 11:42
2750,OFI-CAN-02750-N757,Canon Trituradora de papel Advance N757 8 hojas,"Trituradora de papel Canon, modelo N757, versión 8 hojas, acabado gris; característica principal: papel y tarjetas. Producto para uso doméstico, académico o profesional según la categoría.",3319.9,63,1,29/08/2024 06:31,08/09/2024 16:57
2751,AUD-BOS-02751-M461,Bose Barra de sonido Prime M461 3.1,"Barra de sonido Bose, modelo M461, versión 3.1, acabado gris; característica principal: Bluetooth. Producto para uso doméstico, académico o profesional según la categoría.",8470,46,1,24/04/2025 01:37,05/09/2025 16:06
2752,MOV-OPP-02752-P759,OPPO Smartphone Select P759 128 GB,"Smartphone OPPO, modelo P759, versión 128 GB, acabado plata; característica principal: Dual SIM. Producto para uso doméstico, académico o profesional según la categoría.",26339.9,3,1,29/08/2023 14:53,19/10/2025 00:59
2753,ALM-ADA-02753-B333,ADATA Unidad SSD Connect B333 1 TB,"Unidad SSD ADATA, modelo B333, versión 1 TB, acabado negro; característica principal: SATA III. Producto para uso doméstico, académico o profesional según la categoría.",1550,0,1,08/11/2022 06:25,13/12/2022 08:20
2754,OFI-HP-02754-F442,HP Trituradora de papel Pro F442 10 hojas,"Trituradora de papel HP, modelo F442, versión 10 hojas, acabado blanco; característica principal: corte cruzado. Producto para uso doméstico, académico o profesional según la categoría.",3459.9,5,1,01/07/2026 02:26,04/07/2026 00:19
2755,ELE-ASU-02755-K809,ASUS Tablet Essential K809 11,"Tablet ASUS, modelo K809, versión 11, acabado negro; característica principal: Wi-Fi. Producto para uso doméstico, académico o profesional según la categoría.",31240,62,1,31/12/2023 03:41,04/09/2026 04:03
2756,AUD-ANK-02756-J284,Anker Barra de sonido Ultra J284 2.1,"Barra de sonido Anker, modelo J284, versión 2.1, acabado azul; característica principal: Bluetooth. Producto para uso doméstico, académico o profesional según la categoría.",2329.9,20,1,12/05/2021 08:07,03/07/2025 22:48
2757,HOG-T-F-02757-T264,T-fal Aspiradora Max T264 Power,"Aspiradora T-fal, modelo T264, versión Power, acabado negro; característica principal: sin bolsa. Producto para uso doméstico, académico o profesional según la categoría.",1500,36,1,24/11/2022 22:36,11/11/2023 11:33
2758,OFI-SAN-02758-Y829,SanDisk Mouse Ultra Y829 M170,"Mouse SanDisk, modelo Y829, versión M170, acabado plata; característica principal: inalámbrico. Producto para uso doméstico, académico o profesional según la categoría.",6650,59,1,14/06/2021 20:48,22/11/2025 10:30
2759,ELE-LG-02759-D356,LG Monitor LED Connect D356 22,"Monitor LED LG, modelo D356, versión 22, acabado gris; característica principal: 4K UHD. Producto para uso doméstico, académico o profesional según la categoría.",26190,94,1,09/05/2021 17:08,18/08/2026 22:54
2760,AUD-PHI-02760-M737,Philips Barra de sonido Plus M737 2.0,"Barra de sonido Philips, modelo M737, versión 2.0, acabado blanco; característica principal: Dolby Audio. Producto para uso doméstico, académico o profesional según la categoría.",7649.9,43,1,05/06/2024 04:42,20/12/2025 04:47
2761,GAM-ASU-02761-V922,ASUS ROG Headset gaming Smart V922 Core,"Headset gaming ASUS ROG, modelo V922, versión Core, acabado plata; característica principal: micrófono desmontable. Producto para uso doméstico, académico o profesional según la categoría.",4790,62,1,08/09/2021 15:44,27/02/2024 23:22
2762,AUD-ANK-02762-Q772,Anker Audífonos inalámbricos Ultra Q772 Pro,"Audífonos inalámbricos Anker, modelo Q772, versión Pro, acabado plata; característica principal: ANC. Producto para uso doméstico, académico o profesional según la categoría.",1340,0,1,30/08/2023 23:28,12/07/2025 02:14
2763,OFI-CAN-02763-A643,Canon Trituradora de papel Max A643 12 hojas,"Trituradora de papel Canon, modelo A643, versión 12 hojas, acabado negro; característica principal: corte cruzado. Producto para uso doméstico, académico o profesional según la categoría.",7619.9,48,1,05/01/2026 22:26,17/01/2026 20:53
2764,OFI-HP-02764-W301,HP Mouse Essential W301 Silent,"Mouse HP, modelo W301, versión Silent, acabado azul; característica principal: óptico. Producto para uso doméstico, académico o profesional según la categoría.",9610,51,1,02/07/2024 17:13,27/08/2026 08:03
2765,AUD-EDI-02765-P799,Edifier Bocina portátil Plus P799 Pro,"Bocina portátil Edifier, modelo P799, versión Pro, acabado blanco; característica principal: Bluetooth. Producto para uso doméstico, académico o profesional según la categoría.",7750,0,1,29/05/2023 02:07,15/05/2024 11:02
2766,MOV-SAM-02766-V646,Samsung Batería portátil Max V646 10000 mAh,"Batería portátil Samsung, modelo V646, versión 10000 mAh, acabado azul; característica principal: USB-C. Producto para uso doméstico, académico o profesional según la categoría.",9660,44,1,25/11/2025 22:06,14/04/2026 18:48
2767,RED-MER-02767-G527,Mercusys Router Wi-Fi Pro G527 AX1800,"Router Wi-Fi Mercusys, modelo G527, versión AX1800, acabado azul; característica principal: Wi-Fi 6. Producto para uso doméstico, académico o profesional según la categoría.",6659.9,80,1,14/12/2022 23:45,08/07/2026 11:20
2768,AUD-PHI-02768-S490,Philips Barra de sonido Prime S490 3.1,"Barra de sonido Philips, modelo S490, versión 3.1, acabado azul; característica principal: Dolby Audio. Producto para uso doméstico, académico o profesional según la categoría.",1520,42,1,07/12/2023 10:08,11/12/2024 20:30
2769,OFI-FEL-02769-W395,Fellowes Impresora multifuncional Prime W395 Eco,"Impresora multifuncional Fellowes, modelo W395, versión Eco, acabado negro; característica principal: dúplex. Producto para uso doméstico, académico o profesional según la categoría.",2920,22,1,17/08/2022 00:17,09/03/2024 04:26
2770,ALM-KIN-02770-N887,Kingston Unidad SSD Plus N887 500 GB,"Unidad SSD Kingston, modelo N887, versión 500 GB, acabado negro; característica principal: NVMe PCIe 3.0. Producto para uso doméstico, académico o profesional según la categoría.",5670,1,0,01/09/2025 03:25,06/12/2025 08:13
2771,GAM-MSI-02771-M124,MSI Mouse gaming Ultra M124 Pro,"Mouse gaming MSI, modelo M124, versión Pro, acabado negro; característica principal: sensor óptico. Producto para uso doméstico, académico o profesional según la categoría.",3549.9,69,1,08/08/2025 05:52,31/05/2026 23:39
2772,ACC-BAS-02772-Y875,Baseus Cargador USB-C Pro Y875 65 W,"Cargador USB-C Baseus, modelo Y875, versión 65 W, acabado azul; característica principal: carga rápida. Producto para uso doméstico, académico o profesional según la categoría.",3469.9,26,1,02/04/2022 00:15,31/12/2022 20:32
2773,OFI-FEL-02773-R418,Fellowes Mouse Advance R418 Silent,"Mouse Fellowes, modelo R418, versión Silent, acabado plata; característica principal: óptico. Producto para uso doméstico, académico o profesional según la categoría.",319.9,44,1,30/09/2024 16:23,23/10/2025 11:52
2774,OFI-FEL-02774-H793,Fellowes Impresora multifuncional Smart H793 Eco,"Impresora multifuncional Fellowes, modelo H793, versión Eco, acabado negro; característica principal: inyección de tinta. Producto para uso doméstico, académico o profesional según la categoría.",1799.9,49,1,15/01/2024 22:30,13/07/2025 18:03
